4.800000000000000000e+01 1.213000000000000078e+01 7.000000000000000000e+02 3.600000000000000000e+01 1.213000000000000078e+01 2.200000000000000011e-01 4.660000000000000142e+01
1.245999999999999943e+02 2.108999999999999986e+01 4.500000000000000000e+03 8.650000000000000000e+01 2.108999999999999986e+01 4.419999999999999929e+00 1.510999999999999943e+01
1.380000000000000071e+01 3.220000000000000195e+00 6.000000000000000000e+03 7.000000000000000000e+01 3.220000000000000195e+00 2.500000000000000000e-01 1.714000000000000057e+01
1.440000000000000036e+01 1.231000000000000050e+01 1.120000000000000000e+04 9.709999999999999432e+01 1.231000000000000050e+01 4.799999999999999822e-01 1.673000000000000043e+01
2.600000000000000089e+00 6.549999999999999822e+00 2.900000000000000000e+04 1.000000000000000000e+02 6.549999999999999822e+00 4.000000000000000083e-02 1.214000000000000057e+01
9.770000000000000284e+01 1.691000000000000014e+01 3.000000000000000000e+04 9.800000000000000000e+01 1.691000000000000014e+01 8.599999999999999867e-01 8.740000000000000213e+00
9.190000000000000568e+01 1.962999999999999901e+01 3.400000000000000000e+03 9.700000000000000000e+01 1.962999999999999901e+01 2.709999999999999964e+00 2.073999999999999844e+01
1.023399999999999977e+03 6.210999999999999943e+01 1.900000000000000000e+03 4.310000000000000142e+01 6.210999999999999943e+01 3.069999999999999840e+00 2.980000000000000071e+01
4.960000000000000142e+01 2.955000000000000071e+01 6.100000000000000000e+03 9.959999999999999432e+01 2.955000000000000071e+01 5.999999999999999778e-01 1.116000000000000014e+01
3.400000000000000000e+02 2.328000000000000114e+01 2.910000000000000000e+04 9.800000000000000000e+01 2.328000000000000114e+01 4.000000000000000222e-01 1.038000000000000078e+01
6.979999999999999716e+01 1.807999999999999829e+01 1.100000000000000000e+03 4.089999999999999858e+01 1.807999999999999829e+01 2.399999999999999911e+00 3.885000000000000142e+01
8.199999999999999289e+00 2.669999999999999929e+00 2.400000000000000000e+03 8.720000000000000284e+01 2.669999999999999929e+00 1.900000000000000022e-01 2.330000000000000071e+01
2.210000000000000142e+01 6.959999999999999964e+00 7.600000000000000000e+03 8.640000000000000568e+01 6.959999999999999964e+00 9.000000000000000222e-01 1.655999999999999872e+01
6.659999999999999432e+01 4.002000000000000313e+01 7.600000000000000000e+03 9.859999999999999432e+01 4.002000000000000313e+01 1.919999999999999929e+00 9.650000000000000355e+00
5.070000000000000284e+01 1.442999999999999972e+01 1.100000000000000000e+03 2.660000000000000142e+01 1.442999999999999972e+01 1.900000000000000022e-01 4.561999999999999744e+01
6.979999999999999716e+01 1.518999999999999950e+01 1.800000000000000000e+03 8.529999999999999716e+01 1.518999999999999950e+01 9.699999999999999734e-01 1.791000000000000014e+01
2.906999999999999886e+02 3.504999999999999716e+01 6.000000000000000000e+02 5.160000000000000142e+01 3.504999999999999716e+01 1.401999999999999957e+01 4.221999999999999886e+01
7.670000000000000284e+01 2.096000000000000085e+01 1.900000000000000000e+03 6.940000000000000568e+01 2.096000000000000085e+01 6.099999999999999867e-01 2.689999999999999858e+01
3.650000000000000000e+01 1.281000000000000050e+01 1.800000000000000000e+03 7.900000000000000000e+01 1.281000000000000050e+01 2.580000000000000071e+00 3.389000000000000057e+01
6.900000000000000355e+00 3.100000000000000089e+00 1.100000000000000000e+03 5.100000000000000000e+01 3.100000000000000089e+00 1.400000000000000133e-01 3.390999999999999659e+01
7.700000000000000178e+00 2.859999999999999876e+00 1.200000000000000000e+03 4.750000000000000000e+01 2.859999999999999876e+00 2.000000000000000042e-02 4.572999999999999687e+01
2.130000000000000071e+01 2.649999999999999911e+00 9.900000000000000000e+03 9.620000000000000284e+01 2.649999999999999911e+00 4.199999999999999845e-01 1.523000000000000043e+01
1.369000000000000057e+02 1.540000000000000036e+01 5.000000000000000000e+03 9.090000000000000568e+01 1.540000000000000036e+01 1.250000000000000000e+00 1.325000000000000000e+01
3.829999999999999716e+01 2.419999999999999929e+00 6.300000000000000000e+03 9.250000000000000000e+01 2.419999999999999929e+00 1.669999999999999929e+00 2.048000000000000043e+01
2.669999999999999929e+01 2.959999999999999964e+00 7.000000000000000000e+02 6.550000000000000000e+01 2.959999999999999964e+00 5.200000000000000178e-01 4.368999999999999773e+01
1.080000000000000071e+01 5.100000000000000089e-01 7.000000000000000000e+02 8.379999999999999716e+01 5.100000000000000089e-01 1.300000000000000044e-01 4.257000000000000028e+01
7.979999999999999716e+01 4.410000000000000142e+00 9.100000000000000000e+03 9.600000000000000000e+01 4.410000000000000142e+00 5.879999999999999893e+00 1.832000000000000028e+01
5.479999999999999716e+01 9.750000000000000000e+00 1.400000000000000000e+03 5.089999999999999858e+01 9.750000000000000000e+00 1.383999999999999986e+01 3.510999999999999943e+01
1.027000000000000028e+02 3.304999999999999716e+01 2.900000000000000000e+03 9.700000000000000000e+01 3.304999999999999716e+01 7.599999999999999645e+00 1.189000000000000057e+01
1.298000000000000114e+02 3.979999999999999716e+01 1.570000000000000000e+04 9.990000000000000568e+01 3.979999999999999716e+01 3.049999999999999822e+00 9.019999999999999574e+00
1.265000000000000000e+02 5.402000000000000313e+01 3.110000000000000000e+04 1.000000000000000000e+02 5.402000000000000313e+01 1.900000000000000022e-01 1.113000000000000078e+01
1.885000000000000000e+02 2.264999999999999858e+01 6.000000000000000000e+03 8.470000000000000284e+01 2.264999999999999858e+01 1.033000000000000007e+01 2.321999999999999886e+01
4.779999999999999716e+01 5.849999999999999645e+00 3.300000000000000000e+03 9.250000000000000000e+01 5.849999999999999645e+00 4.929999999999999716e+00 2.228999999999999915e+01
7.879999999999999716e+01 2.870000000000000107e+00 4.000000000000000000e+03 5.770000000000000284e+01 2.870000000000000107e+00 4.799999999999999822e-01 2.294000000000000128e+01
3.243000000000000114e+02 3.185000000000000142e+01 4.800000000000000000e+03 8.020000000000000284e+01 3.185000000000000142e+01 1.207000000000000028e+01 2.660999999999999943e+01
3.950000000000000000e+01 4.950000000000000178e+00 7.000000000000000000e+02 5.860000000000000142e+01 4.950000000000000178e+00 2.999999999999999889e-02 3.432999999999999829e+01
6.629999999999999716e+01 1.071000000000000085e+01 7.000000000000000000e+02 4.270000000000000284e+01 1.071000000000000085e+01 7.500000000000000000e-01 3.797999999999999687e+01
1.550000000000000000e+01 7.190000000000000391e+00 2.740000000000000000e+04 1.000000000000000000e+02 7.190000000000000391e+00 2.999999999999999889e-02 1.044999999999999929e+01
1.112999999999999972e+02 3.353000000000000114e+01 2.760000000000000000e+04 9.900000000000000000e+01 3.353000000000000114e+01 2.069999999999999840e+00 1.199000000000000021e+01
6.690000000000000568e+01 1.143999999999999950e+01 2.500000000000000000e+03 9.900000000000000000e+01 1.143999999999999950e+01 3.859999999999999876e+00 1.041000000000000014e+01
2.309000000000000057e+02 3.385000000000000142e+01 2.760000000000000000e+04 9.900000000000000000e+01 3.385000000000000142e+01 5.899999999999999689e-01 8.250000000000000000e+00
9.359999999999999432e+01 1.626000000000000156e+01 2.200000000000000000e+03 7.479999999999999716e+01 1.626000000000000156e+01 9.669999999999999929e+00 3.051999999999999957e+01
8.100000000000000000e+01 2.110000000000000142e+01 2.000000000000000000e+04 9.750000000000000000e+01 2.110000000000000142e+01 8.779999999999999361e+00 9.679999999999999716e+00
1.129000000000000057e+02 1.253999999999999915e+01 4.100000000000000000e+03 7.059999999999999432e+01 1.253999999999999915e+01 5.030000000000000249e+00 2.987999999999999901e+01
3.939999999999999858e+01 3.629999999999999893e+00 2.100000000000000000e+03 3.589999999999999858e+01 3.629999999999999893e+00 2.580000000000000071e+00 4.175999999999999801e+01
2.993999999999999773e+02 2.830000000000000071e+01 1.600000000000000000e+03 5.289999999999999858e+01 2.830000000000000071e+01 1.160999999999999943e+01 3.643999999999999773e+01
6.540000000000000568e+01 9.550000000000000711e+00 2.600000000000000000e+03 7.620000000000000284e+01 9.550000000000000711e+00 3.220000000000000195e+00 2.823999999999999844e+01
6.355699999999999818e+03 5.049999999999999822e+00 2.880000000000000000e+04 9.350000000000000000e+01 5.049999999999999822e+00 1.010000000000000009e+00 7.290000000000000036e+00
1.072999999999999972e+02 5.009000000000000341e+01 1.390000000000000000e+04 9.940000000000000568e+01 5.009000000000000341e+01 2.060000000000000053e+00 9.720000000000000639e+00
3.331999999999999886e+02 5.439999999999999858e+01 2.900000000000000000e+03 5.950000000000000000e+01 5.439999999999999858e+01 2.740000000000000213e+00 2.201000000000000156e+01
1.279000000000000057e+02 1.132000000000000028e+01 3.200000000000000000e+03 8.790000000000000568e+01 1.132000000000000028e+01 7.230000000000000426e+00 2.033999999999999986e+01
4.170000000000000284e+01 8.720000000000000639e+00 7.000000000000000000e+03 7.940000000000000568e+01 8.720000000000000639e+00 1.389999999999999902e+00 1.700000000000000000e+01
6.129999999999999716e+01 1.315000000000000036e+01 1.500000000000000000e+03 4.039999999999999858e+01 1.315000000000000036e+01 7.800000000000000266e-01 3.198000000000000043e+01
5.779999999999999716e+01 1.519999999999999929e+01 2.960000000000000000e+04 9.800000000000000000e+01 1.519999999999999929e+01 2.999999999999999889e-02 1.444999999999999929e+01
3.058000000000000114e+02 1.639000000000000057e+01 1.980000000000000000e+04 9.540000000000000568e+01 1.639000000000000057e+01 4.169999999999999929e+00 1.796999999999999886e+01
3.373999999999999773e+02 1.218999999999999950e+01 2.820000000000000000e+04 9.900000000000000000e+01 1.218999999999999950e+01 9.599999999999999645e-01 9.369999999999999218e+00
6.400000000000000000e+01 2.669999999999999929e+00 4.300000000000000000e+03 9.129999999999999716e+01 2.669999999999999929e+00 1.830000000000000071e+00 2.125000000000000000e+01
5.599999999999999645e+00 7.980000000000000426e+00 6.300000000000000000e+03 9.840000000000000568e+01 7.980000000000000426e+00 5.000000000000000278e-02 1.600000000000000000e+01
5.960000000000000142e+01 8.080000000000000071e+00 1.000000000000000000e+03 8.509999999999999432e+01 8.080000000000000071e+00 9.799999999999999822e-01 3.971999999999999886e+01
1.918000000000000114e+02 2.076000000000000156e+01 1.300000000000000000e+03 9.900000000000000000e+01 2.076000000000000156e+01 2.490000000000000213e+00 1.553999999999999915e+01
4.960000000000000000e+02 1.717999999999999972e+01 1.780000000000000000e+04 9.790000000000000568e+01 1.717999999999999972e+01 1.949999999999999956e+00 1.000000000000000000e+01
2.630000000000000071e+01 7.299999999999999822e+00 1.600000000000000000e+03 9.700000000000000000e+01 7.299999999999999822e+00 3.499999999999999778e-01 2.280000000000000071e+01
2.689999999999999858e+01 3.799999999999999822e+00 1.700000000000000000e+03 6.640000000000000568e+01 3.799999999999999822e+00 3.499999999999999778e-01 3.549000000000000199e+01
2.730000000000000071e+01 3.950000000000000178e+00 1.000000000000000000e+03 5.750000000000000000e+01 3.950000000000000178e+00 2.279999999999999805e+00 4.477000000000000313e+01
3.169999999999999929e+01 5.070000000000000284e+00 8.000000000000000000e+02 6.890000000000000568e+01 5.070000000000000284e+00 1.030000000000000027e+00 4.140999999999999659e+01
1.097999999999999972e+02 2.337999999999999901e+01 6.000000000000000000e+02 6.270000000000000284e+01 2.337999999999999901e+01 1.489999999999999991e+00 4.313000000000000256e+01
7.400000000000000000e+01 5.480000000000000426e+00 9.000000000000000000e+03 8.870000000000000284e+01 5.480000000000000426e+00 1.760999999999999943e+01 2.285999999999999943e+01
9.500000000000000000e+00 3.819999999999999840e+00 9.000000000000000000e+02 4.639999999999999858e+01 3.819999999999999840e+00 2.999999999999999889e-02 4.982000000000000028e+01
3.100000000000000089e+00 4.799999999999999822e-01 1.800000000000000000e+03 4.170000000000000284e+01 4.799999999999999822e-01 1.000000000000000021e-02 4.099000000000000199e+01
5.450000000000000000e+01 1.299000000000000021e+01 9.000000000000000000e+03 9.220000000000000284e+01 1.299000000000000021e+01 1.310000000000000053e+00 2.069000000000000128e+01
2.460000000000000142e+01 5.099999999999999645e+00 1.200000000000000000e+03 4.779999999999999716e+01 5.099999999999999645e+00 2.999999999999999889e-01 3.517999999999999972e+01
3.971000000000000227e+02 2.671000000000000085e+01 2.860000000000000000e+04 9.900000000000000000e+01 2.671000000000000085e+01 9.699999999999999734e-01 1.090000000000000036e+01
1.519999999999999929e+01 5.599999999999999645e+00 2.160000000000000000e+04 9.900000000000000000e+01 5.599999999999999645e+00 6.990000000000000213e+00 1.375999999999999979e+01
4.300000000000000000e+01 1.593999999999999950e+01 2.300000000000000000e+03 6.750000000000000000e+01 1.593999999999999950e+01 1.939999999999999947e+00 2.451000000000000156e+01
9.900000000000000355e+00 3.540000000000000036e+00 8.000000000000000000e+02 1.760000000000000142e+01 3.540000000000000036e+00 1.000000000000000021e-02 5.072999999999999687e+01
1.426999999999999886e+02 3.128999999999999915e+01 9.000000000000000000e+02 6.800000000000000000e+01 3.128999999999999915e+01 2.959999999999999964e+00 4.042999999999999972e+01
1.419999999999999929e+01 2.870000000000000107e+00 3.780000000000000000e+04 1.000000000000000000e+02 2.870000000000000107e+00 0.000000000000000000e+00 1.146000000000000085e+01
1.459999999999999964e+01 0.000000000000000000e+00 1.310000000000000000e+04 7.579999999999999716e+01 0.000000000000000000e+00 1.400000000000000133e-01 3.624000000000000199e+01
2.061999999999999886e+02 2.787000000000000099e+01 2.100000000000000000e+03 4.570000000000000284e+01 2.787000000000000099e+01 8.699999999999999956e-01 2.973999999999999844e+01
4.079999999999999716e+01 7.360000000000000320e+00 6.300000000000000000e+03 9.259999999999999432e+01 7.360000000000000320e+00 1.979999999999999982e+00 2.173999999999999844e+01
1.230000000000000071e+01 4.600000000000000200e-01 2.200000000000000000e+03 6.459999999999999432e+01 4.600000000000000200e-01 1.439999999999999947e+00 2.935999999999999943e+01
1.600000000000000000e+01 7.599999999999999645e+00 4.700000000000000000e+03 9.400000000000000000e+01 7.599999999999999645e+00 2.300000000000000100e-01 2.910000000000000142e+01
2.200000000000000000e+01 2.890000000000000124e+00 5.100000000000000000e+03 9.090000000000000568e+01 2.890000000000000124e+00 4.000000000000000222e-01 2.048000000000000043e+01
2.981999999999999886e+02 1.894999999999999929e+01 4.600000000000000000e+03 9.259999999999999432e+01 1.894999999999999929e+01 1.676999999999999957e+01 2.489000000000000057e+01
1.232999999999999972e+02 4.590999999999999659e+01 1.110000000000000000e+04 9.979999999999999716e+01 4.590999999999999659e+01 1.120000000000000107e+00 9.849999999999999645e+00
1.147999999999999972e+02 2.175000000000000000e+01 1.800000000000000000e+04 9.329999999999999716e+01 2.175000000000000000e+01 7.809999999999999609e+00 1.072000000000000064e+01
2.848000000000000114e+02 3.950000000000000178e+00 1.680000000000000000e+04 9.409999999999999432e+01 3.950000000000000178e+00 5.519999999999999574e+00 1.276999999999999957e+01
